sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,PatientID_patientID,PatientID_patientnumber,MXD_1_b,MXD_1_w,MXD_2_b,MXD_2_w,MXD_3_b,MXD_3_w,MXD_4_b,MXD_4_w,MXD_5_b,MXD_5_w,MXD_6_b,MXD_6_w,MXD_7_b,MXD_7_w,MXD_8_b,MXD_8_w,MXD_9_b,MXD_9_w,MXD_10_b,MXD_10_w,MXD_11_b,MXD_11_w,MXD_12_b,MXD_12_w,sys_MXDVersion_MXD,sys_MXDDesignID_MXD,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17
21401,24 Jul 2018 - 03:35:24 EDT,24 Jul 2018 - 04:05:09 EDT,0h 29m 45s,0h 31m 32s,1532417724,1532419509,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,ditm,141,7,6,11,9,10,12,3,13,7,10,11,2,1,9,5,9,3,15,1,10,5,15,14,2,99,MXD1_1528457107_3,21,100,19,24,197,194,121,231,136,371,7,43,57,116,31,82,55
21402,24 Jul 2018 - 04:38:13 EDT,24 Jul 2018 - 04:46:42 EDT,0h 8m 29s,0h 8m 28s,1532421493,1532422002,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,matk,122,1,6,3,11,5,2,9,10,8,9,4,11,9,12,3,5,3,14,7,12,1,4,5,11,100,MXD1_1528457107_3,1808,15,2,2,83,30,56,27,64,35,5,23,50,34,36,23,23
21403,24 Jul 2018 - 06:43:10 EDT,24 Jul 2018 - 06:47:38 EDT,0h 4m 28s,0h 4m 28s,1532428990,1532429258,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,nken,113,2,14,5,14,4,14,5,16,3,15,5,13,11,6,10,16,3,15,10,13,13,10,9,12,101,MXD1_1528457107_3,21,8,1,2,58,18,22,16,14,14,9,25,28,17,11,10,15
21404,24 Jul 2018 - 08:06:07 EDT,24 Jul 2018 - 08:13:16 EDT,0h 7m 9s,0h 7m 6s,1532433967,1532434396,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,diso,102,9,2,11,3,1,7,16,6,14,4,1,11,15,8,3,5,3,4,12,5,16,9,15,11,102,MXD1_1528457107_3,17,7,1,1,84,65,29,27,26,19,2,25,23,24,54,20,19
21405,25 Jul 2018 - 01:19:35 EDT,25 Jul 2018 - 01:37:08 EDT,0h 17m 33s,0h 19m 31s,1532495975,1532497028,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,ntst,302,14,11,1,12,5,6,12,11,5,10,1,7,12,13,16,11,5,9,2,13,1,7,16,9,103,MXD1_1528457107_3,19,45,22,27,98,72,65,168,57,70,8,69,62,71,86,67,62
21406,25 Jul 2018 - 02:22:57 EDT,25 Jul 2018 - 02:31:47 EDT,0h 8m 50s,0h 8m 45s,1532499777,1532500307,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,ontg,307,9,6,1,10,3,9,4,13,12,16,7,12,10,15,11,5,1,10,6,13,12,9,16,7,104,MXD1_1528457107_3,44,23,2,1,58,31,39,42,45,55,8,36,35,31,59,32,28
21407,25 Jul 2018 - 02:44:33 EDT,25 Jul 2018 - 03:01:10 EDT,0h 16m 37s,0h 16m 35s,1532501073,1532502070,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,nteb,314,1,6,1,13,10,13,5,8,7,9,16,4,5,11,3,6,5,8,10,6,1,14,3,2,105,MXD1_1528457107_3,17,68,34,48,94,146,145,68,65,104,3,34,29,43,45,36,33
21408,30 Jul 2018 - 04:10:28 EDT,30 Jul 2018 - 04:28:34 EDT,0h 18m 6s,0h 18m 2s,1532938228,1532939314,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,mogd,149,1,9,3,11,16,14,7,6,7,14,1,13,7,11,16,2,16,6,3,2,11,9,4,5,106,MXD1_1528457107_3,21,96,4,70,171,128,37,63,84,130,2,71,55,29,45,45,52
21409,30 Jul 2018 - 04:37:35 EDT,30 Jul 2018 - 04:49:36 EDT,0h 12m 1s,0h 11m 58s,1532939855,1532940576,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,seib,151,12,4,7,13,16,13,1,11,7,5,16,1,2,8,14,5,1,14,14,15,7,11,15,13,107,MXD1_1528457107_3,41,61,16,30,130,91,65,47,34,45,6,55,34,30,23,23,28
21410,30 Jul 2018 - 05:17:26 EDT,30 Jul 2018 - 05:31:22 EDT,0h 13m 56s,0h 13m 51s,1532942246,1532943082,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,luft,153,8,13,3,13,1,9,8,4,16,15,8,12,1,15,3,11,1,11,3,4,2,9,16,5,108,MXD1_1528457107_3,12,37,19,22,192,72,37,84,53,40,8,41,36,29,63,45,53
21411,31 Jul 2018 - 02:53:57 EDT,31 Jul 2018 - 03:04:44 EDT,0h 10m 47s,0h 10m 45s,1533020037,1533020684,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,ndem,155,3,7,1,10,15,9,2,9,1,4,15,8,2,4,12,4,2,7,3,9,1,8,5,8,109,MXD1_1528457107_3,26,44,24,27,68,62,51,68,37,64,17,55,36,24,22,26,20
21412,31 Jul 2018 - 06:07:18 EDT,31 Jul 2018 - 06:19:28 EDT,0h 12m 10s,0h 12m 9s,1533031638,1533032368,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,enak,160,7,15,12,11,7,11,14,5,15,11,1,5,6,10,12,13,13,10,3,14,7,13,1,16,110,MXD1_1528457107_3,14,39,28,23,99,126,62,57,30,34,5,81,29,42,32,19,23
21413,31 Jul 2018 - 07:42:23 EDT,31 Jul 2018 - 07:47:26 EDT,0h 5m 3s,0h 5m 1s,1533037343,1533037646,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,joho,123,16,4,2,6,2,11,16,8,10,6,16,11,1,8,1,4,10,6,1,9,13,4,2,13,111,MXD1_1528457107_3,17,4,1,2,36,37,14,19,30,15,3,17,19,25,16,27,36
21414,01 Aug 2018 - 02:21:54 EDT,01 Aug 2018 - 02:23:29 EDT,0h 1m 35s,0h 1m 33s,1533104514,1533104609,2,2,,MXD_1,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1368,04bc7493-9594-42f4-b75e-7e29446b4c06,oeml,161,,,,,,,,,,,,,,,,,,,,,,,,,112,MXD1_1528457107_3,18,40,26,27,,,,,,,,,,,,,
21415,01 Aug 2018 - 02:32:03 EDT,01 Aug 2018 - 03:06:14 EDT,0h 34m 11s,0h 39m 27s,1533105123,1533107174,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,oeml,161,16,14,2,11,7,5,9,5,15,2,7,9,14,13,15,4,12,13,14,4,10,2,16,3,113,MXD1_1528457107_3,25,2,2,1,178,187,206,91,214,316,1,123,247,128,178,94,82
21416,01 Aug 2018 - 03:21:08 EDT,01 Aug 2018 - 03:34:40 EDT,0h 13m 32s,0h 14m 29s,1533108068,1533108880,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,theb,162,2,12,7,14,15,14,5,4,3,12,15,13,3,2,7,13,7,14,16,10,2,5,3,16,114,MXD1_1528457107_3,174,38,30,28,102,61,80,93,37,75,5,24,48,39,53,53,46
21417,01 Aug 2018 - 04:12:38 EDT,01 Aug 2018 - 04:23:33 EDT,0h 10m 55s,0h 10m 53s,1533111158,1533111813,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,masb,163,10,13,1,4,16,13,1,8,12,15,10,9,12,9,5,14,6,4,16,15,6,8,7,4,115,MXD1_1528457107_3,12,41,22,23,92,42,43,32,61,71,6,39,39,36,49,27,30
21418,01 Aug 2018 - 05:57:50 EDT,01 Aug 2018 - 06:09:51 EDT,0h 12m 1s,0h 11m 58s,1533117470,1533118191,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,molo,136,2,13,16,6,15,3,11,6,14,8,2,4,4,11,15,8,1,5,1,3,3,12,7,13,116,MXD1_1528457107_3,13,3,1,2,127,42,26,49,59,42,6,57,43,33,24,32,172
21419,07 Aug 2018 - 03:31:51 EDT,07 Aug 2018 - 03:45:44 EDT,0h 13m 53s,0h 13m 49s,1533627111,1533627944,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,tlhn,328,12,1,16,5,14,13,7,6,16,3,12,1,11,15,2,16,12,2,14,2,11,10,15,13,117,MXD1_1528457107_3,20,2,2,2,132,236,85,32,40,38,17,34,45,35,43,38,48
21420,07 Aug 2018 - 03:50:01 EDT,07 Aug 2018 - 03:57:27 EDT,0h 7m 26s,0h 7m 24s,1533628201,1533628647,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,mphb,329,15,5,6,13,7,15,16,4,9,5,5,3,16,2,1,11,10,8,6,4,16,13,12,14,118,MXD1_1528457107_3,26,4,3,1,61,33,75,38,38,44,14,25,24,27,19,16,22
21421,07 Aug 2018 - 04:06:17 EDT,07 Aug 2018 - 04:14:47 EDT,0h 8m 30s,0h 8m 27s,1533629177,1533629687,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,lekk,330,5,6,7,14,14,6,7,16,10,13,6,3,8,7,16,13,4,12,5,1,16,15,12,2,119,MXD1_1528457107_3,233,152,2,5,77,25,20,29,30,28,10,33,26,16,16,16,22
21422,07 Aug 2018 - 05:10:45 EDT,07 Aug 2018 - 05:22:10 EDT,0h 11m 25s,0h 11m 22s,1533633045,1533633730,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,monk,331,10,8,9,11,16,5,1,13,1,8,1,9,16,13,15,14,10,5,16,10,14,3,3,12,120,MXD1_1528457107_3,24,1,2,1,127,79,93,36,45,52,8,44,60,28,28,32,46
21423,07 Aug 2018 - 06:03:04 EDT,07 Aug 2018 - 06:18:08 EDT,0h 15m 4s,0h 15m 1s,1533636184,1533637088,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,makl,332,7,6,16,13,1,6,4,15,1,4,9,5,10,3,7,2,3,2,16,3,7,5,15,2,121,MXD1_1528457107_3,15,4,1,2,144,60,60,73,44,82,3,104,115,67,37,32,73
21424,07 Aug 2018 - 06:25:32 EDT,07 Aug 2018 - 06:39:14 EDT,0h 13m 42s,0h 13m 38s,1533637532,1533638354,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,nthi,333,16,10,5,4,7,8,11,8,1,9,12,9,12,11,10,6,5,15,16,12,1,5,1,15,122,MXD1_1528457107_3,15,36,31,22,134,77,71,50,45,71,25,57,31,41,46,29,52
21425,07 Aug 2018 - 07:15:07 EDT,07 Aug 2018 - 07:31:43 EDT,0h 16m 36s,0h 16m 33s,1533640507,1533641503,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,macr,334,3,8,3,7,10,2,1,5,12,4,1,14,1,15,10,9,11,5,11,2,15,4,3,4,123,MXD1_1528457107_3,32,54,45,48,119,170,63,97,58,44,40,40,77,46,42,27,23
21426,07 Aug 2018 - 07:40:12 EDT,07 Aug 2018 - 07:56:40 EDT,0h 16m 28s,0h 16m 26s,1533642012,1533643000,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,kerk,335,1,10,3,12,6,5,13,4,13,9,16,14,5,12,3,15,16,11,7,14,6,4,6,12,124,MXD1_1528457107_3,332,131,33,31,256,53,73,78,73,36,2,60,31,34,38,30,27
21427,08 Aug 2018 - 02:41:19 EDT,08 Aug 2018 - 02:56:27 EDT,0h 15m 8s,0h 15m 5s,1533710479,1533711387,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,ramt,336,12,4,12,8,15,4,16,15,12,15,1,5,6,4,6,14,1,11,1,7,3,9,2,5,125,MXD1_1528457107_3,22,39,21,27,164,74,92,73,32,35,21,72,67,60,24,47,57
21428,08 Aug 2018 - 03:03:28 EDT,08 Aug 2018 - 03:10:00 EDT,0h 6m 32s,0h 6m 29s,1533711808,1533712200,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,baml,315,1,3,10,4,1,12,16,7,1,4,3,2,5,16,12,2,5,7,2,11,7,9,16,3,126,MXD1_1528457107_3,17,2,1,1,39,48,25,26,23,33,16,29,32,38,31,29,16
21429,08 Aug 2018 - 03:11:27 EDT,08 Aug 2018 - 03:25:53 EDT,0h 14m 26s,0h 14m 24s,1533712287,1533713153,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,thoo,337,7,11,13,7,2,15,7,12,5,10,10,14,2,16,15,9,6,9,10,11,13,9,3,12,127,MXD1_1528457107_3,34,1,1,1,168,137,83,42,55,35,5,120,38,112,15,36,15
21430,08 Aug 2018 - 03:54:05 EDT,08 Aug 2018 - 04:05:26 EDT,0h 11m 21s,0h 11m 19s,1533714845,1533715526,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,nteb,314,3,6,16,12,10,4,1,13,1,8,1,10,15,6,5,6,16,11,15,4,3,12,5,11,128,MXD1_1528457107_3,29,2,1,1,98,66,75,46,50,38,3,92,38,15,64,68,22
21431,08 Aug 2018 - 05:03:47 EDT,08 Aug 2018 - 05:18:08 EDT,0h 14m 21s,0h 14m 58s,1533719027,1533719888,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,mpob,318,5,15,2,4,9,14,16,2,15,7,16,13,9,3,3,8,1,8,10,7,3,15,14,11,129,MXD1_1528457107_3,30,2,2,1,73,54,66,45,31,32,11,36,58,31,44,34,340
21432,14 Aug 2018 - 03:14:53 EDT,14 Aug 2018 - 03:28:22 EDT,0h 13m 29s,0h 13m 28s,1534230893,1534231702,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,luft,153,1,12,12,15,2,10,16,13,16,5,3,2,1,5,10,11,1,5,8,15,16,3,8,13,130,MXD1_1528457107_3,21,7,1,1,147,42,115,57,72,40,18,73,52,36,78,37,32
21433,14 Aug 2018 - 05:06:44 EDT,14 Aug 2018 - 05:31:08 EDT,0h 24m 24s,0h 24m 23s,1534237604,1534239068,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,dubn,150,1,6,16,10,7,11,3,6,1,10,7,3,9,4,16,11,7,12,3,11,4,15,10,9,131,MXD1_1528457107_3,23,8,1,2,118,171,182,80,49,107,4,211,147,88,90,113,92
21434,14 Aug 2018 - 07:07:27 EDT,14 Aug 2018 - 07:18:49 EDT,0h 11m 22s,0h 11m 22s,1534244847,1534245529,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,motk,139,14,6,3,10,12,11,16,10,7,4,1,4,16,8,12,4,14,15,16,11,1,13,3,7,132,MXD1_1528457107_3,34,91,20,25,65,58,81,30,85,24,31,22,19,34,20,43,34
21435,14 Aug 2018 - 07:39:48 EDT,14 Aug 2018 - 07:47:48 EDT,0h 8m 0s,0h 7m 59s,1534246788,1534247268,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,teng,157,3,4,5,16,5,11,14,4,3,7,3,8,14,2,10,11,13,4,10,16,1,12,1,16,133,MXD1_1528457107_3,22,5,2,1,62,77,29,27,32,26,5,42,39,40,43,35,14
21436,14 Aug 2018 - 08:13:33 EDT,14 Aug 2018 - 08:15:28 EDT,0h 1m 55s,0h 1m 54s,1534248813,1534248928,2,2,,MXD_2,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,pulm,156,15,11,,,,,,,,,,,,,,,,,,,,,,,134,MXD1_1528457107_3,30,69,1,2,42,,,,,,,,,,,,
21437,14 Aug 2018 - 08:16:13 EDT,14 Aug 2018 - 08:21:48 EDT,0h 5m 35s,0h 5m 32s,1534248973,1534249308,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,ndem,155,2,6,1,4,15,8,16,4,1,6,14,9,12,4,5,11,3,10,3,12,3,7,6,8,135,MXD1_1528457107_3,13,1,1,1,49,17,17,33,26,26,7,26,27,34,25,22,20
21438,14 Aug 2018 - 09:02:35 EDT,14 Aug 2018 - 09:11:03 EDT,0h 8m 28s,0h 8m 25s,1534251755,1534252263,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,mocg,144,3,6,5,4,3,8,8,13,1,4,16,11,5,13,10,15,16,13,8,14,1,3,16,15,136,MXD1_1528457107_3,57,7,1,2,52,38,38,36,56,28,3,40,56,32,31,28,57
21439,14 Aug 2018 - 09:28:42 EDT,14 Aug 2018 - 09:44:42 EDT,0h 16m 0s,0h 15m 57s,1534253322,1534254282,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,enak,160,3,14,12,10,16,5,12,6,1,11,9,11,3,13,16,1,1,5,16,15,15,13,14,5,137,MXD1_1528457107_3,44,9,1,1,132,67,62,65,37,79,2,91,68,98,40,150,55
21440,14 Aug 2018 - 09:46:34 EDT,14 Aug 2018 - 10:00:42 EDT,0h 14m 8s,0h 14m 6s,1534254394,1534255242,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,sebp,147,10,1,15,9,10,2,9,14,3,10,1,14,11,16,12,9,11,7,14,6,15,1,7,13,138,MXD1_1528457107_3,25,12,1,2,90,94,79,93,57,59,5,58,38,64,45,77,72
21441,17 Aug 2018 - 03:46:37 EDT,17 Aug 2018 - 03:57:42 EDT,0h 11m 5s,0h 11m 4s,1534491997,1534492662,2,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",Windows 10.0,Chrome 57.0.2987.133,127.0.0.1,1351,04bc7493-9594-42f4-b75e-7e29446b4c06,alb,167,1,10,5,15,16,10,1,12,3,9,5,9,15,12,16,12,7,6,5,8,16,1,14,10,139,MXD1_1528457107_3,265,4,2,2,91,109,40,27,55,40,10,68,35,48,52,29,52
